event_id,well_id,depth_m,formation,event_type,severity,event_description,duration_hours,operational_impact
E0428,W103,1007,Sandstone,Mud Loss,Medium,Loss of circulation into porous Sandstone at 1007 m; drilling paused and a lost-circulation-material pill spotted.,6.2,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0429,W103,2672,Shale,Stuck Pipe,Low,"Pack-off and stuck pipe in Shale at 2672 m; rotation lost, string freed after jarring and lubricant spotting.",6.8,Minor non-productive time; operations resumed after routine parameter adjustment.
E0430,W104,2302,Shale,Casing Issue,High,Restricted casing passage through plastic Shale at 2302 m; hole conditioned and casing rerun.,36.9,Significant non-productive time; remedial operations and additional materials required.
E0431,W104,3300,Limestone,Casing Issue,Low,Casing integrity concern noted opposite Limestone at 3300 m; pressure test anomaly investigated before proceeding.,5.6,Minor non-productive time; operations resumed after routine parameter adjustment.
E0432,W104,2570,Shale,Mud Loss,Medium,Partial loss of drilling fluid recorded at 2570 m in the Shale interval; returns reduced and LCM pumped to regain circulation.,6.1,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0433,W104,3027,Limestone,Kick,Medium,"Unexpected formation influx in Limestone at 3027 m; flow check positive, BOP closed and circulation of kill mud carried out.",8.8,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0434,W104,1747,Shale,Kick,Medium,"Influx indication at 1747 m in Shale; pit gain and flow observed, well shut in and killed using the driller's method.",6.8,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0435,W105,2508,Limestone,Casing Issue,Low,Restricted casing passage through plastic Limestone at 2508 m; hole conditioned and casing rerun.,7.1,Minor non-productive time; operations resumed after routine parameter adjustment.
E0436,W105,110,Conglomerate,Stuck Pipe,Medium,"Pack-off and stuck pipe in Conglomerate at 110 m; rotation lost, string freed after jarring and lubricant spotting.",12.4,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0437,W105,2821,Limestone,Casing Issue,Low,Casing integrity concern noted opposite Limestone at 2821 m; pressure test anomaly investigated before proceeding.,7.5,Minor non-productive time; operations resumed after routine parameter adjustment.
E0438,W106,2409,Shale,Wellbore Instability,High,Borehole collapse tendency in Shale at 2409 m; repeated back-reaming needed to maintain hole condition.,23.6,Significant non-productive time; remedial operations and additional materials required.
E0439,W106,1375,Sandstone,Wellbore Instability,Low,Hole instability and cavings from the Sandstone interval at 1375 m; tight hole on connections and reaming required.,4.6,Minor non-productive time; operations resumed after routine parameter adjustment.
E0440,W106,1546,Sandstone,Mud Loss,Medium,Loss of circulation into porous Sandstone at 1546 m; drilling paused and a lost-circulation-material pill spotted.,6,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0441,W106,1924,Shale,Casing Issue,Low,Casing running difficulty at 1924 m in the Shale section; casing hung up and required reciprocation to reach depth.,5.6,Minor non-productive time; operations resumed after routine parameter adjustment.
E0442,W107,2499,Shale,Wellbore Instability,Low,Sloughing Shale at 2499 m produced excess cuttings volume and hole enlargement; mud properties adjusted.,4.1,Minor non-productive time; operations resumed after routine parameter adjustment.
E0443,W107,803,Sandstone,Mud Loss,High,Loss of circulation into porous Sandstone at 803 m; drilling paused and a lost-circulation-material pill spotted.,12.6,Significant non-productive time; remedial operations and additional materials required.
E0444,W107,1226,Sandstone,Mud Loss,Low,Seepage-to-partial mud losses observed while drilling Sandstone at 1226 m; mud weight trimmed and losses monitored.,3.2,Minor non-productive time; operations resumed after routine parameter adjustment.
E0445,W107,2733,Limestone,Mud Loss,Medium,Loss of circulation into porous Limestone at 2733 m; drilling paused and a lost-circulation-material pill spotted.,5.9,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0446,W107,674,Sandstone,Mud Loss,Medium,Seepage-to-partial mud losses observed while drilling Sandstone at 674 m; mud weight trimmed and losses monitored.,6.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0447,W107,1173,Sandstone,Mud Loss,Medium,Loss of circulation into porous Sandstone at 1173 m; drilling paused and a lost-circulation-material pill spotted.,5.7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0448,W108,346,Conglomerate,Cementing Issue,Low,Cement slurry losses while cementing across Conglomerate at 346 m; top of cement lower than designed.,4.2,Minor non-productive time; operations resumed after routine parameter adjustment.
E0449,W108,1309,Sandstone,Casing Issue,Medium,Restricted casing passage through plastic Sandstone at 1309 m; hole conditioned and casing rerun.,12.1,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0450,W108,854,Sandstone,Cementing Issue,Low,Incomplete annular cement coverage near 854 m in Sandstone; remedial cementing operation carried out.,4.1,Minor non-productive time; operations resumed after routine parameter adjustment.
E0451,W109,1567,Shale,Mud Loss,Medium,Partial loss of drilling fluid recorded at 1567 m in the Shale interval; returns reduced and LCM pumped to regain circulation.,6.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0452,W109,1402,Shale,Stuck Pipe,Low,"Pack-off and stuck pipe in Shale at 1402 m; rotation lost, string freed after jarring and lubricant spotting.",6.6,Minor non-productive time; operations resumed after routine parameter adjustment.
E0453,W109,1193,Shale,Stuck Pipe,Low,Drill string became stuck at 1193 m within the Shale section; overpull observed and jarring / working of pipe required.,6.7,Minor non-productive time; operations resumed after routine parameter adjustment.
E0454,W109,2607,Sandstone,Cementing Issue,Medium,Incomplete annular cement coverage near 2607 m in Sandstone; remedial cementing operation carried out.,10.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0455,W109,1474,Shale,Wellbore Instability,Critical,Borehole collapse tendency in Shale at 1474 m; repeated back-reaming needed to maintain hole condition.,43.2,Major non-productive time; section objectives affected and specialist intervention required.
E0456,W109,172,Claystone,Cementing Issue,High,Poor cement bond opposite Claystone at 172 m; channelling indicated on the bond log and a remedial squeeze planned.,24.1,Significant non-productive time; remedial operations and additional materials required.
E0457,W109,1458,Shale,Kick,Low,"Influx indication at 1458 m in Shale; pit gain and flow observed, well shut in and killed using the driller's method.",3.2,Minor non-productive time; operations resumed after routine parameter adjustment.
E0458,W110,385,Claystone,Wellbore Instability,Medium,Borehole collapse tendency in Claystone at 385 m; repeated back-reaming needed to maintain hole condition.,10.8,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0459,W110,161,Claystone,Cementing Issue,Low,Incomplete annular cement coverage near 161 m in Claystone; remedial cementing operation carried out.,4.4,Minor non-productive time; operations resumed after routine parameter adjustment.
E0460,W110,269,Claystone,Casing Issue,High,Casing running difficulty at 269 m in the Claystone section; casing hung up and required reciprocation to reach depth.,34.5,Significant non-productive time; remedial operations and additional materials required.
E0461,W110,1348,Shale,Stuck Pipe,Low,Drill string became stuck at 1348 m within the Shale section; overpull observed and jarring / working of pipe required.,4.9,Minor non-productive time; operations resumed after routine parameter adjustment.
E0462,W110,2373,Sandstone,Mud Loss,High,Seepage-to-partial mud losses observed while drilling Sandstone at 2373 m; mud weight trimmed and losses monitored.,13.9,Significant non-productive time; remedial operations and additional materials required.
E0463,W111,2483,Sandstone,Kick,Medium,"Unexpected formation influx in Sandstone at 2483 m; flow check positive, BOP closed and circulation of kill mud carried out.",8.8,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0464,W111,1556,Shale,Stuck Pipe,Medium,Drill string became stuck at 1556 m within the Shale section; overpull observed and jarring / working of pipe required.,11.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0465,W111,1174,Shale,Stuck Pipe,Low,Drill string became stuck at 1174 m within the Shale section; overpull observed and jarring / working of pipe required.,5.1,Minor non-productive time; operations resumed after routine parameter adjustment.
E0466,W111,234,Claystone,Casing Issue,Critical,Casing running difficulty at 234 m in the Claystone section; casing hung up and required reciprocation to reach depth.,44.3,Major non-productive time; section objectives affected and specialist intervention required.
E0467,W111,30,Claystone,Cementing Issue,Low,Incomplete annular cement coverage near 30 m in Claystone; remedial cementing operation carried out.,3.3,Minor non-productive time; operations resumed after routine parameter adjustment.
E0468,W111,796,Shale,Stuck Pipe,Critical,Differential/mechanical sticking of the string at 796 m in Shale; hole cleaning improved and pipe recovered.,41.5,Major non-productive time; section objectives affected and specialist intervention required.
E0469,W112,2682,Sandstone,Casing Issue,Low,Casing running difficulty at 2682 m in the Sandstone section; casing hung up and required reciprocation to reach depth.,5.9,Minor non-productive time; operations resumed after routine parameter adjustment.
E0470,W112,142,Claystone,Cementing Issue,Low,Incomplete annular cement coverage near 142 m in Claystone; remedial cementing operation carried out.,4,Minor non-productive time; operations resumed after routine parameter adjustment.
E0471,W112,1067,Shale,Stuck Pipe,Critical,Drill string became stuck at 1067 m within the Shale section; overpull observed and jarring / working of pipe required.,50.9,Major non-productive time; section objectives affected and specialist intervention required.
E0472,W112,2466,Sandstone,Mud Loss,Medium,Seepage-to-partial mud losses observed while drilling Sandstone at 2466 m; mud weight trimmed and losses monitored.,7.1,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0473,W113,2788,Sandstone,Mud Loss,Critical,Partial loss of drilling fluid recorded at 2788 m in the Sandstone interval; returns reduced and LCM pumped to regain circulation.,21.2,Major non-productive time; section objectives affected and specialist intervention required.
E0474,W113,1373,Shale,Stuck Pipe,Low,"Pack-off and stuck pipe in Shale at 1373 m; rotation lost, string freed after jarring and lubricant spotting.",5,Minor non-productive time; operations resumed after routine parameter adjustment.
E0475,W113,1852,Shale,Wellbore Instability,Medium,Borehole collapse tendency in Shale at 1852 m; repeated back-reaming needed to maintain hole condition.,10.6,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0476,W113,1223,Shale,Casing Issue,Medium,Casing integrity concern noted opposite Shale at 1223 m; pressure test anomaly investigated before proceeding.,17.1,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0477,W113,3193,Sandstone,Wellbore Instability,High,Hole instability and cavings from the Sandstone interval at 3193 m; tight hole on connections and reaming required.,19.4,Significant non-productive time; remedial operations and additional materials required.
E0478,W113,2988,Sandstone,Mud Loss,Medium,Seepage-to-partial mud losses observed while drilling Sandstone at 2988 m; mud weight trimmed and losses monitored.,7.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0479,W114,324,Claystone,Wellbore Instability,Medium,Borehole collapse tendency in Claystone at 324 m; repeated back-reaming needed to maintain hole condition.,12,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0480,W114,2903,Sandstone,Mud Loss,Medium,Loss of circulation into porous Sandstone at 2903 m; drilling paused and a lost-circulation-material pill spotted.,5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0481,W114,2502,Conglomerate,Mud Loss,Low,Seepage-to-partial mud losses observed while drilling Conglomerate at 2502 m; mud weight trimmed and losses monitored.,3,Minor non-productive time; operations resumed after routine parameter adjustment.
E0482,W114,1218,Shale,Casing Issue,Low,Casing integrity concern noted opposite Shale at 1218 m; pressure test anomaly investigated before proceeding.,7.5,Minor non-productive time; operations resumed after routine parameter adjustment.
E0483,W114,1664,Shale,Stuck Pipe,Medium,Differential/mechanical sticking of the string at 1664 m in Shale; hole cleaning improved and pipe recovered.,13.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0484,W115,625,Claystone,Mud Loss,Medium,Partial loss of drilling fluid recorded at 625 m in the Claystone interval; returns reduced and LCM pumped to regain circulation.,6.9,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0485,W115,77,Claystone,Casing Issue,High,Casing running difficulty at 77 m in the Claystone section; casing hung up and required reciprocation to reach depth.,29.2,Significant non-productive time; remedial operations and additional materials required.
E0486,W116,2869,Sandstone,Casing Issue,Medium,Restricted casing passage through plastic Sandstone at 2869 m; hole conditioned and casing rerun.,16.6,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0487,W116,2936,Sandstone,Mud Loss,Medium,Loss of circulation into porous Sandstone at 2936 m; drilling paused and a lost-circulation-material pill spotted.,6.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0488,W116,1116,Shale,Stuck Pipe,Low,"Pack-off and stuck pipe in Shale at 1116 m; rotation lost, string freed after jarring and lubricant spotting.",6.2,Minor non-productive time; operations resumed after routine parameter adjustment.
E0489,W116,195,Claystone,Cementing Issue,Medium,Cement slurry losses while cementing across Claystone at 195 m; top of cement lower than designed.,8.6,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0490,W116,2579,Sandstone,Mud Loss,High,Seepage-to-partial mud losses observed while drilling Sandstone at 2579 m; mud weight trimmed and losses monitored.,11.5,Significant non-productive time; remedial operations and additional materials required.
E0491,W117,1915,Conglomerate,Casing Issue,Low,Casing running difficulty at 1915 m in the Conglomerate section; casing hung up and required reciprocation to reach depth.,6.3,Minor non-productive time; operations resumed after routine parameter adjustment.
E0492,W118,1588,Shale,Stuck Pipe,Medium,Drill string became stuck at 1588 m within the Shale section; overpull observed and jarring / working of pipe required.,11.4,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0493,W118,154,Claystone,Casing Issue,Medium,Casing integrity concern noted opposite Claystone at 154 m; pressure test anomaly investigated before proceeding.,14.7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0494,W118,1045,Shale,Stuck Pipe,Medium,"Pack-off and stuck pipe in Shale at 1045 m; rotation lost, string freed after jarring and lubricant spotting.",15.1,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0495,W118,2631,Sandstone,Mud Loss,Low,Seepage-to-partial mud losses observed while drilling Sandstone at 2631 m; mud weight trimmed and losses monitored.,2.5,Minor non-productive time; operations resumed after routine parameter adjustment.
E0496,W118,829,Shale,Wellbore Instability,Low,Hole instability and cavings from the Shale interval at 829 m; tight hole on connections and reaming required.,5,Minor non-productive time; operations resumed after routine parameter adjustment.
E0497,W118,2141,Conglomerate,Mud Loss,Low,Seepage-to-partial mud losses observed while drilling Conglomerate at 2141 m; mud weight trimmed and losses monitored.,3.1,Minor non-productive time; operations resumed after routine parameter adjustment.
E0498,W119,770,Shale,Stuck Pipe,Low,Drill string became stuck at 770 m within the Shale section; overpull observed and jarring / working of pipe required.,7.1,Minor non-productive time; operations resumed after routine parameter adjustment.
E0499,W119,2619,Sandstone,Mud Loss,Critical,Loss of circulation into porous Sandstone at 2619 m; drilling paused and a lost-circulation-material pill spotted.,19.9,Major non-productive time; section objectives affected and specialist intervention required.
E0500,W119,1631,Shale,Stuck Pipe,Medium,"Pack-off and stuck pipe in Shale at 1631 m; rotation lost, string freed after jarring and lubricant spotting.",14.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0501,W119,2134,Conglomerate,Mud Loss,Medium,Seepage-to-partial mud losses observed while drilling Conglomerate at 2134 m; mud weight trimmed and losses monitored.,6.6,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0502,W119,2545,Sandstone,Wellbore Instability,Medium,Hole instability and cavings from the Sandstone interval at 2545 m; tight hole on connections and reaming required.,11.4,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0503,W119,2044,Conglomerate,Stuck Pipe,Low,"Pack-off and stuck pipe in Conglomerate at 2044 m; rotation lost, string freed after jarring and lubricant spotting.",6.2,Minor non-productive time; operations resumed after routine parameter adjustment.
E0504,W120,866,Shale,Stuck Pipe,Medium,Drill string became stuck at 866 m within the Shale section; overpull observed and jarring / working of pipe required.,14.6,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0505,W120,386,Claystone,Cementing Issue,Low,Cement slurry losses while cementing across Claystone at 386 m; top of cement lower than designed.,4.4,Minor non-productive time; operations resumed after routine parameter adjustment.
E0506,W121,951,Shale,Wellbore Instability,High,Sloughing Shale at 951 m produced excess cuttings volume and hole enlargement; mud properties adjusted.,25.8,Significant non-productive time; remedial operations and additional materials required.
E0507,W121,646,Claystone,Cementing Issue,Low,Cement slurry losses while cementing across Claystone at 646 m; top of cement lower than designed.,4,Minor non-productive time; operations resumed after routine parameter adjustment.
E0508,W121,1262,Shale,Stuck Pipe,Medium,"Pack-off and stuck pipe in Shale at 1262 m; rotation lost, string freed after jarring and lubricant spotting.",11.2,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0509,W121,2366,Conglomerate,Stuck Pipe,Medium,Differential/mechanical sticking of the string at 2366 m in Conglomerate; hole cleaning improved and pipe recovered.,15.7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0510,W121,20,Claystone,Casing Issue,Medium,Restricted casing passage through plastic Claystone at 20 m; hole conditioned and casing rerun.,12,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0511,W122,289,Claystone,Wellbore Instability,Medium,Hole instability and cavings from the Claystone interval at 289 m; tight hole on connections and reaming required.,9.7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0512,W122,429,Claystone,Stuck Pipe,Low,Drill string became stuck at 429 m within the Claystone section; overpull observed and jarring / working of pipe required.,5.8,Minor non-productive time; operations resumed after routine parameter adjustment.
E0513,W122,2140,Conglomerate,Kick,Medium,"Pressure-related kick detected while drilling Conglomerate at 2140 m; annular pressure rise recorded, mud weight raised after control.",8.9,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0514,W123,749,Shale,Wellbore Instability,Medium,Hole instability and cavings from the Shale interval at 749 m; tight hole on connections and reaming required.,9.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0515,W123,1384,Shale,Wellbore Instability,High,Sloughing Shale at 1384 m produced excess cuttings volume and hole enlargement; mud properties adjusted.,27.4,Significant non-productive time; remedial operations and additional materials required.
E0516,W123,374,Claystone,Casing Issue,High,Casing integrity concern noted opposite Claystone at 374 m; pressure test anomaly investigated before proceeding.,36.5,Significant non-productive time; remedial operations and additional materials required.
E0517,W123,481,Claystone,Stuck Pipe,High,Drill string became stuck at 481 m within the Claystone section; overpull observed and jarring / working of pipe required.,25.7,Significant non-productive time; remedial operations and additional materials required.
E0518,W123,972,Shale,Wellbore Instability,Critical,Borehole collapse tendency in Shale at 972 m; repeated back-reaming needed to maintain hole condition.,31.1,Major non-productive time; section objectives affected and specialist intervention required.
E0519,W123,650,Shale,Stuck Pipe,Medium,Drill string became stuck at 650 m within the Shale section; overpull observed and jarring / working of pipe required.,11.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0520,W123,94,Claystone,Wellbore Instability,Medium,Sloughing Claystone at 94 m produced excess cuttings volume and hole enlargement; mud properties adjusted.,10.4,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0521,W123,1863,Conglomerate,Cementing Issue,Low,Incomplete annular cement coverage near 1863 m in Conglomerate; remedial cementing operation carried out.,4.8,Minor non-productive time; operations resumed after routine parameter adjustment.
E0522,W124,1325,Shale,Wellbore Instability,High,Hole instability and cavings from the Shale interval at 1325 m; tight hole on connections and reaming required.,19.5,Significant non-productive time; remedial operations and additional materials required.
E0523,W124,2981,Sandstone,Stuck Pipe,High,Differential/mechanical sticking of the string at 2981 m in Sandstone; hole cleaning improved and pipe recovered.,29.8,Significant non-productive time; remedial operations and additional materials required.
E0524,W124,788,Shale,Stuck Pipe,Low,Drill string became stuck at 788 m within the Shale section; overpull observed and jarring / working of pipe required.,5.1,Minor non-productive time; operations resumed after routine parameter adjustment.
E0525,W124,2826,Sandstone,Casing Issue,Critical,Casing integrity concern noted opposite Sandstone at 2826 m; pressure test anomaly investigated before proceeding.,42.8,Major non-productive time; section objectives affected and specialist intervention required.
E0526,W125,1989,Sandstone,Mud Loss,Medium,Loss of circulation into porous Sandstone at 1989 m; drilling paused and a lost-circulation-material pill spotted.,6.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0527,W125,1423,Conglomerate,Mud Loss,Low,Partial loss of drilling fluid recorded at 1423 m in the Conglomerate interval; returns reduced and LCM pumped to regain circulation.,2.2,Minor non-productive time; operations resumed after routine parameter adjustment.
E0528,W125,216,Claystone,Cementing Issue,Critical,Poor cement bond opposite Claystone at 216 m; channelling indicated on the bond log and a remedial squeeze planned.,32.5,Major non-productive time; section objectives affected and specialist intervention required.
E0529,W125,2623,Limestone,Cementing Issue,Medium,Cement slurry losses while cementing across Limestone at 2623 m; top of cement lower than designed.,9.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0530,W128,1592,Conglomerate,Mud Loss,Low,Partial loss of drilling fluid recorded at 1592 m in the Conglomerate interval; returns reduced and LCM pumped to regain circulation.,3,Minor non-productive time; operations resumed after routine parameter adjustment.
E0531,W129,174,Claystone,Cementing Issue,Low,Cement slurry losses while cementing across Claystone at 174 m; top of cement lower than designed.,4.9,Minor non-productive time; operations resumed after routine parameter adjustment.
E0532,W129,2919,Limestone,Kick,Medium,"Unexpected formation influx in Limestone at 2919 m; flow check positive, BOP closed and circulation of kill mud carried out.",7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0533,W132,1861,Sandstone,Mud Loss,Medium,Seepage-to-partial mud losses observed while drilling Sandstone at 1861 m; mud weight trimmed and losses monitored.,5.7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0534,W133,2533,Sandstone,Stuck Pipe,Low,"Pack-off and stuck pipe in Sandstone at 2533 m; rotation lost, string freed after jarring and lubricant spotting.",5.1,Minor non-productive time; operations resumed after routine parameter adjustment.
E0535,W133,1114,Conglomerate,Cementing Issue,Medium,Cement slurry losses while cementing across Conglomerate at 1114 m; top of cement lower than designed.,9.7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0536,W134,1304,Conglomerate,Cementing Issue,Low,Incomplete annular cement coverage near 1304 m in Conglomerate; remedial cementing operation carried out.,3.4,Minor non-productive time; operations resumed after routine parameter adjustment.
E0537,W134,1194,Conglomerate,Stuck Pipe,Critical,Differential/mechanical sticking of the string at 1194 m in Conglomerate; hole cleaning improved and pipe recovered.,40.3,Major non-productive time; section objectives affected and specialist intervention required.
E0538,W137,2210,Sandstone,Casing Issue,Medium,Casing running difficulty at 2210 m in the Sandstone section; casing hung up and required reciprocation to reach depth.,17,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0539,W137,2746,Limestone,Mud Loss,Medium,Partial loss of drilling fluid recorded at 2746 m in the Limestone interval; returns reduced and LCM pumped to regain circulation.,5.7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0540,W138,618,Conglomerate,Stuck Pipe,Medium,"Pack-off and stuck pipe in Conglomerate at 618 m; rotation lost, string freed after jarring and lubricant spotting.",14.9,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0541,W138,177,Claystone,Casing Issue,Low,Restricted casing passage through plastic Claystone at 177 m; hole conditioned and casing rerun.,7.6,Minor non-productive time; operations resumed after routine parameter adjustment.
E0542,W140,1709,Sandstone,Mud Loss,High,Partial loss of drilling fluid recorded at 1709 m in the Sandstone interval; returns reduced and LCM pumped to regain circulation.,12.4,Significant non-productive time; remedial operations and additional materials required.
