record_id,well_id,depth_m,mud_weight_ppg,rop_m_per_hr,rpm,wob_klbf
R005619,W112,2800,12.94,13.23,114.1,26.32
R005620,W113,175,9.27,31.38,141.8,7.13
R005621,W113,350,9.42,34.28,144.3,8.61
R005622,W113,525,9.72,30.99,144.4,7.88
R005623,W113,700,10.16,19.62,139.9,11.91
R005624,W113,875,10.41,17.43,126.5,12.6
R005625,W113,1050,10.6,16.09,133.9,13.8
R005626,W113,1225,10.89,17.13,125.3,17.27
R005627,W113,1400,11.01,14.82,129,18.4
R005628,W113,1575,11.27,17.38,124,19.56
R005629,W113,1750,11.57,15.23,126.8,21.35
R005630,W113,1925,11.77,16.33,124.4,21.67
R005631,W113,2100,11.86,13.96,114,23.13
R005632,W113,2275,12.04,12.36,111.9,26.01
R005633,W113,2450,12.33,10.67,107.6,27.21
R005634,W113,2625,12.6,11.18,107.8,26.9
R005635,W113,2800,12.68,15.38,115.5,25.98
R005636,W113,2975,12.97,13.81,111.2,27.47
R005637,W113,3150,13.31,13.86,108.2,30.65
R005638,W114,175,9.2,31.78,142.6,7.67
R005639,W114,350,9.43,34.28,144.7,9.12
R005640,W114,525,9.71,28.21,137.9,9.9
R005641,W114,700,10.09,19.15,133.9,11.81
R005642,W114,875,10.35,18.05,127.6,12.93
R005643,W114,1050,10.57,15.13,126.8,16.15
R005644,W114,1225,10.81,14.43,126.5,17.53
R005645,W114,1400,11.04,17.33,125.9,16.95
R005646,W114,1575,11.35,16.22,118.9,20.25
R005647,W114,1750,11.56,14.03,119,20.18
R005648,W114,1925,11.83,15.61,122.6,21.07
R005649,W114,2100,11.83,13.43,117,23.3
R005650,W114,2275,12.12,12.45,103.5,25.43
R005651,W114,2450,12.35,11.1,112.2,25.99
R005652,W114,2625,12.57,10.39,98.7,28.07
R005653,W114,2800,12.93,16.17,106.4,27.46
R005654,W114,2975,13.18,12.97,111,29.03
R005655,W114,3150,13.41,13.38,108.4,28.72
R005656,W115,175,9.25,29.47,138.5,6.21
R005657,W115,350,9.48,31.85,148.3,6.99
R005658,W115,525,9.68,33.48,134.1,9.49
R005659,W115,700,10.07,32.41,141.5,10.21
R005660,W115,875,10.3,16.07,130,15.13
R005661,W115,1050,10.56,15.4,125.9,16.32
R005662,W115,1225,10.81,14.64,121.5,15.85
R005663,W115,1400,11.16,14.46,128.7,16.91
R005664,W115,1575,11.26,15.84,121.2,19.82
R005665,W115,1750,11.62,14.72,126.5,21.65
R005666,W115,1925,11.8,14.69,115.8,22.83
R005667,W115,2100,11.77,12.21,107.3,25.2
R005668,W115,2275,12.07,12.99,111,25.74
R005669,W115,2450,12.37,12.95,101.1,25.6
R005670,W115,2625,12.55,16.54,104.4,26.42
R005671,W115,2800,12.86,14.91,102.9,28.64
R005672,W115,2975,13.09,15.66,101,28.11
R005673,W115,3150,13.34,13.14,98.4,30.31
R005674,W116,175,9.29,36.33,143.9,5.49
R005675,W116,350,9.55,34.61,138.2,7.17
R005676,W116,525,9.79,31.12,140.3,8.2
R005677,W116,700,10.15,18.29,129.9,13.21
R005678,W116,875,10.37,17,133,15.13
R005679,W116,1050,10.52,15.81,123.5,15.09
R005680,W116,1225,10.8,16.77,125.8,17.23
R005681,W116,1400,11.14,17.57,117.6,17.07
R005682,W116,1575,11.38,14.33,121.5,19.52
R005683,W116,1750,11.55,16.17,126.1,21.28
R005684,W116,1925,11.65,12.98,117.2,22.13
R005685,W116,2100,11.77,12.59,111.7,22.54
R005686,W116,2275,12.09,12.97,103.6,26.46
R005687,W116,2450,12.36,10.71,110.3,27.06
R005688,W116,2625,12.64,14.58,117.3,24.47
R005689,W116,2800,12.87,15.53,112.6,26.96
R005690,W116,2975,13.16,15.35,113.7,28.44
R005691,W117,175,9.3,36.57,149.9,5.34
R005692,W117,350,9.52,32.76,145.5,8.99
R005693,W117,525,9.73,31.44,139.7,10.08
R005694,W117,700,10.07,16.73,129.2,12.04
R005695,W117,875,10.27,19.24,125.8,15.04
R005696,W117,1050,10.55,15.47,127.1,14.58
R005697,W117,1225,10.82,15.06,124.4,17.25
R005698,W117,1400,11.1,15.69,120.5,17.73
R005699,W117,1575,11.26,15.96,123.9,19.78
R005700,W117,1750,11.31,12.99,115.5,21.04
R005701,W117,1925,11.62,11.81,114,21.56
R005702,W117,2100,11.86,14.17,112.5,24.39
R005703,W117,2275,12.01,12.72,101.8,24.54
R005704,W117,2450,12.41,15.85,110.3,24.84
R005705,W117,2625,12.67,16.91,116.8,27.11
R005706,W117,2800,12.89,14.31,106.7,27.88
R005707,W118,175,9.3,30.66,149.7,5.33
R005708,W118,350,9.43,32.23,136.2,6.97
R005709,W118,525,9.69,29.65,136.5,9.94
R005710,W118,700,10.09,18.13,135.7,11.85
R005711,W118,875,10.34,18.65,135.1,14.48
R005712,W118,1050,10.52,16.2,118.4,17.05
R005713,W118,1225,10.84,15.52,122.4,17.21
R005714,W118,1400,11.14,15.43,125.1,17.21
R005715,W118,1575,11.36,14.24,111.9,19.41
R005716,W118,1750,11.56,14,114.5,19.79
R005717,W118,1925,11.66,14.78,117.7,21.66
R005718,W118,2100,11.83,13.31,111.1,25.45
R005719,W118,2275,12.15,12.58,111.1,25.25
R005720,W118,2450,12.32,12.27,107.6,28
R005721,W118,2625,12.47,17.96,117.5,24.94
R005722,W118,2800,12.83,13.63,102.9,27.35
R005723,W118,2975,13.12,15.22,105.7,27.64
R005724,W119,175,9.26,35.48,145.7,7.54
R005725,W119,350,9.52,29.15,138.5,8.58
R005726,W119,525,9.77,30.92,142.3,9.1
R005727,W119,700,10.03,19.05,128.1,11.05
R005728,W119,875,10.39,17.56,130.6,14.55
R005729,W119,1050,10.56,17.81,123.2,15.46
R005730,W119,1225,10.85,18.3,125.2,16.62
R005731,W119,1400,11.07,18.05,121.9,16.44
R005732,W119,1575,11.29,14.68,127.2,18.96
R005733,W119,1750,11.6,16.47,120.2,19.36
R005734,W119,1925,11.53,13.22,108.3,23.65
R005735,W119,2100,11.85,12.23,114.6,23.09
R005736,W119,2275,12.05,12.37,103.8,25.78
R005737,W119,2450,12.39,17.76,113.1,25.38
R005738,W119,2625,12.28,18.75,111,23.64
R005739,W119,2800,12.85,15.21,113.6,28.54
R005740,W119,2975,13.11,15.87,100.2,27.5
R005741,W120,175,9.21,32.94,140.4,5.26
R005742,W120,350,9.48,34.12,143.3,7.93
R005743,W120,525,9.78,28.6,145.1,10.02
R005744,W120,700,10.09,18.9,132.9,12.81
R005745,W120,875,10.36,16.13,127.6,12.89
R005746,W120,1050,10.55,17.47,135.2,14.27
R005747,W120,1225,10.76,15.53,131.7,16.05
R005748,W120,1400,11.1,14.74,128.3,16.94
R005749,W120,1575,11.4,14.13,115.9,20.14
R005750,W120,1750,11.58,14.6,123.4,20.02
R005751,W120,1925,11.51,14.33,109.7,22.34
R005752,W120,2100,11.89,13.57,116.4,22.81
R005753,W120,2275,12.1,13.05,106.7,24.53
R005754,W120,2450,12.26,12.93,106,25.53
R005755,W120,2625,12.55,15.2,117.6,24.92
R005756,W120,2800,12.94,16.32,115.8,26.51
R005757,W120,2975,13.12,14.1,102.3,27.99
R005758,W121,175,9.21,35.3,143.2,5.76
R005759,W121,350,9.42,28.98,144,7.95
R005760,W121,525,9.73,30.52,133,8.17
R005761,W121,700,10.02,19.18,134.4,13.5
R005762,W121,875,10.38,18.94,135.7,14.04
R005763,W121,1050,10.52,17.99,135.4,15.52
R005764,W121,1225,10.87,17.32,129.9,15.27
R005765,W121,1400,11.08,15.88,120.1,16.77
R005766,W121,1575,11.35,14.96,129.3,18.51
R005767,W121,1750,11.59,16.84,121.1,21.62
R005768,W121,1925,11.88,13.93,122.6,22.85
R005769,W121,2100,11.85,12.77,104.8,23.41
R005770,W121,2275,12.01,10.89,114.7,26.09
R005771,W121,2450,12.36,11.68,103.1,25.98
R005772,W121,2625,12.61,12.06,106,27.13
R005773,W121,2800,12.91,14.36,107.2,25.86
R005774,W121,2975,13.14,13.1,104,29.52
R005775,W121,3150,13.3,12.76,99.3,28.52
R005776,W122,175,9.29,33.79,145.8,5.27
R005777,W122,350,9.57,28.75,148.4,7.93
R005778,W122,525,9.67,28.64,136.5,8.68
R005779,W122,700,10.04,17.78,126.3,12
R005780,W122,875,10.32,18.97,126.5,14.3
R005781,W122,1050,10.62,17.26,134.2,13.61
R005782,W122,1225,10.87,18.44,127.7,14.85
R005783,W122,1400,11.12,17.99,119.4,17.36
R005784,W122,1575,11.41,14.05,115.3,18.3
R005785,W122,1750,11.54,16.55,125.3,21.31
R005786,W122,1925,11.64,13.76,112.8,23.24
R005787,W122,2100,11.78,13.7,109.1,23.27
R005788,W122,2275,12.14,11.47,107.1,26.34
R005789,W122,2450,12.33,12.43,112.1,27.72
R005790,W122,2625,12.66,14.48,114.2,26.78
R005791,W122,2800,12.86,13.27,113.6,27.45
R005792,W122,2975,13.16,14.81,103.9,29.4
R005793,W123,175,9.21,30.42,147,7.74
R005794,W123,350,9.46,32.4,138.9,8.98
R005795,W123,525,9.8,35.09,140.7,10.33
R005796,W123,700,10.11,20.17,136.7,11.35
R005797,W123,875,10.4,19.65,126.7,13.35
R005798,W123,1050,10.55,15.95,122.6,15.93
R005799,W123,1225,10.92,15.43,125.1,16.16
R005800,W123,1400,11.22,13.87,126.1,18.66
R005801,W123,1575,11.31,15.76,123.4,18.13
R005802,W123,1750,11.57,14.87,113.9,19.47
R005803,W123,1925,11.66,14.65,114.5,23.12
R005804,W123,2100,11.83,13.3,116.5,22.97
R005805,W123,2275,12.14,12.59,103.6,26.35
R005806,W123,2450,12.37,11.39,107.8,27.77
R005807,W123,2625,12.56,15.99,105.7,24.97
R005808,W123,2800,12.88,13.63,108.4,27.95
R005809,W123,2975,13.16,12.84,101.1,29.88
R005810,W124,175,9.25,31.42,136.9,6.37
R005811,W124,350,9.55,29.65,143.1,7.79
R005812,W124,525,9.72,29.03,136.7,10.01
R005813,W124,700,10.07,31.08,142.3,10.12
R005814,W124,875,10.31,16.63,132.9,14.39
R005815,W124,1050,10.54,16.28,129.7,13.66
R005816,W124,1225,10.9,17.95,123.7,16
R005817,W124,1400,11.06,15.91,127.3,16.63
R005818,W124,1575,11.37,14.39,117.4,17.97
R005819,W124,1750,11.57,15.67,118.3,21.31
R005820,W124,1925,11.54,14.68,119,23.52
R005821,W124,2100,11.86,12.46,104.8,22.48
R005822,W124,2275,12.04,13.64,113.7,25.71
R005823,W124,2450,12.3,10.8,106.8,27.65
R005824,W124,2625,12.58,15.86,105.9,25.59
R005825,W124,2800,12.81,14.27,107.1,28.41
R005826,W124,2975,13.08,12.01,99.9,30.9
R005827,W125,175,9.26,29.86,137.2,7.28
R005828,W125,350,9.54,31.38,144.8,6.94
R005829,W125,525,9.58,15.09,127.3,13.1
R005830,W125,700,9.86,14.62,132.8,12.09
R005831,W125,875,10.02,15.8,126.4,14.01
R005832,W125,1050,10.31,16.36,122.3,16.19
R005833,W125,1225,10.6,15.18,124.2,16.08
R005834,W125,1400,10.75,14.99,121.2,19.3
R005835,W125,1575,11.15,13.81,114.6,18.91
R005836,W125,1750,11.39,12.14,109.7,21.41
R005837,W125,1925,11.61,18.09,122.4,19.5
R005838,W125,2100,11.9,17.61,121.2,22.89
R005839,W125,2275,12.15,18.12,121,22.9
R005840,W125,2450,12.43,14.42,118.1,23.29
R005841,W125,2625,12.98,9.37,95.2,29.6
R005842,W125,2800,13.21,7.91,93.8,31.31
R005843,W126,175,9.28,36.2,146.3,5.12
R005844,W126,350,9.46,31.64,142.2,6.26
R005845,W126,525,9.65,15.86,129.6,11.63
R005846,W126,700,9.9,16.35,133.1,13.97
R005847,W126,875,10.14,15.21,126.8,13.34
R005848,W126,1050,10.3,15.98,124.3,17.2
R005849,W126,1225,10.57,13.34,128.3,17.82
R005850,W126,1400,10.79,13.43,122,18.67
R005851,W126,1575,11.04,13.74,113.6,18.91
R005852,W126,1750,11.32,14.43,117.4,20.82
R005853,W126,1925,11.67,19.62,117.7,21.8
R005854,W126,2100,11.91,18.72,112,22.23
R005855,W126,2275,12.09,16.84,109.6,24.5
R005856,W126,2450,12.42,14.19,113.4,25.14
R005857,W126,2625,12.91,8.25,104.1,29.56
R005858,W126,2800,13.17,8.3,95.4,31.4
R005859,W127,175,9.28,32.27,144.5,6.28
R005860,W127,350,9.45,29.55,147.4,7.12
R005861,W127,525,9.77,34.38,138,8.47
R005862,W127,700,9.81,16.22,123.8,13.82
R005863,W127,875,10.03,16.3,126.1,15.59
R005864,W127,1050,10.27,15.96,121.5,15.44
R005865,W127,1225,10.54,15.39,119.1,17.7
R005866,W127,1400,10.87,15.46,119.4,17.81
R005867,W127,1575,11.12,13.6,122.8,20.21
R005868,W127,1750,11.36,12.83,117.9,20.31
R005869,W127,1925,11.65,14.36,111.9,21.6
R005870,W127,2100,11.94,17.65,122,22.55
R005871,W127,2275,12.1,16.8,120.4,22.75
R005872,W127,2450,12.33,14.27,113.7,24.2
R005873,W127,2625,12.56,15.93,106.6,25.18
R005874,W127,2800,13.27,7.95,102,31.54
R005875,W127,2975,13.41,7.33,101,33.8
R005876,W128,175,9.25,35.28,143.9,5.23
R005877,W128,350,9.57,29.1,139,7.43
R005878,W128,525,9.67,31.06,139.8,10.47
R005879,W128,700,9.79,17.59,134.5,12.63
R005880,W128,875,10.11,15.17,120.9,15.81
R005881,W128,1050,10.28,17.11,129.8,15.98
R005882,W128,1225,10.57,14.8,116.2,15.93
R005883,W128,1400,10.83,16.17,120,18.39
R005884,W128,1575,11.11,16.12,113.7,18.88
R005885,W128,1750,11.31,13.54,110,21.33
R005886,W128,1925,11.64,13.09,106.3,23.86
R005887,W128,2100,11.89,18.56,120.5,21.62
R005888,W128,2275,12.13,14.82,114.6,22.87
R005889,W128,2450,12.39,17.59,107.3,23.94
R005890,W128,2625,12.55,13.81,117.6,26.99
R005891,W128,2800,13.17,8.82,103.4,30.85
R005892,W128,2975,13.55,7.95,92.5,32.56
R005893,W129,175,9.22,32.82,148.2,6.85
R005894,W129,350,9.5,32.63,142,7.18
R005895,W129,525,9.52,18,127.3,11.63
R005896,W129,700,9.78,15.37,131.7,13.59
R005897,W129,875,10.11,14.07,120.3,13.82
R005898,W129,1050,10.33,17.06,124.2,16.48
R005899,W129,1225,10.6,14.11,126.6,18.38
R005900,W129,1400,10.9,15.08,114.8,18.15
R005901,W129,1575,11.08,15.26,118.2,18.55
R005902,W129,1750,11.26,14.17,118.9,22.79
R005903,W129,1925,11.58,17.52,116.3,19.64
R005904,W129,2100,11.84,15.23,112.3,21.39
R005905,W129,2275,12.21,18.29,113.3,23.68
R005906,W129,2450,12.35,16.12,114.3,24.8
R005907,W129,2625,13,8.74,95.5,30.32
R005908,W129,2800,13.22,7.93,103.6,31.61
R005909,W130,175,9.32,31.64,148.4,6.23
R005910,W130,350,9.47,32.56,136.5,6.84
R005911,W130,525,9.59,18.07,125.6,13.45
R005912,W130,700,9.88,17.58,122.5,11.99
R005913,W130,875,10.03,16.89,125.6,15.32
R005914,W130,1050,10.27,13.78,122.4,17.32
R005915,W130,1225,10.53,13.23,115.7,18.18
R005916,W130,1400,10.84,15.52,122.9,19.44
R005917,W130,1575,11.03,13.89,116.7,20.51
R005918,W130,1750,11.37,14.41,116.7,21.02
R005919,W130,1925,11.64,13.88,108.1,21.98
R005920,W130,2100,11.91,18,110.9,20.84
R005921,W130,2275,12.19,15.79,118.7,24.11
R005922,W130,2450,12.33,15.67,115.2,23.63
R005923,W130,2625,12.65,13.6,104.6,25.45
R005924,W130,2800,13.27,8.56,98.1,32.06
R005925,W130,2975,13.51,8.21,98.8,31.69
R005926,W131,175,9.32,32.8,142.9,5.21
R005927,W131,350,9.49,32.85,138.7,8.8
R005928,W131,525,9.75,28.76,136.6,9.82
R005929,W131,700,9.83,17,123.2,13.41
R005930,W131,875,10.05,15.51,129.7,15.03
R005931,W131,1050,10.33,16.72,120.7,15.31
R005932,W131,1225,10.53,15.1,117.3,17.81
R005933,W131,1400,10.9,15.35,122.3,18.56
R005934,W131,1575,11.14,14.48,118.3,19.92
R005935,W131,1750,11.31,12.09,116.5,20.68
R005936,W131,1925,11.53,14.75,115.5,22.21
R005937,W131,2100,11.81,18.08,123.5,21.34
R005938,W131,2275,12.05,16.88,118.5,24.42
R005939,W131,2450,12.43,14.05,109.5,25.21
R005940,W131,2625,12.55,14.22,112.8,24.96
R005941,W131,2800,12.83,15.69,104.5,26.32
R005942,W131,2975,13.48,8.85,97,31.46
R005943,W131,3150,13.66,7.3,98.4,33.41
R005944,W132,175,9.18,32.8,141.2,5.57
R005945,W132,350,9.55,35.77,140,6.31
R005946,W132,525,9.6,17.63,136.3,12.8
R005947,W132,700,9.8,17.06,128.4,13.15
R005948,W132,875,10.16,17.35,123.9,15.21
R005949,W132,1050,10.37,16.86,120.5,16.17
R005950,W132,1225,10.55,13.18,115.7,16.3
R005951,W132,1400,10.84,14.94,117.4,18.78
R005952,W132,1575,11.01,15.1,112,21.46
R005953,W132,1750,11.39,18.91,125.9,19.01
R005954,W132,1925,11.71,16.29,119.5,20.64
R005955,W132,2100,11.92,18.48,118.7,22.67
R005956,W132,2275,12.16,14.78,111.3,24.05
R005957,W132,2450,12.68,8.26,100.1,27.73
R005958,W132,2625,12.96,9.82,95.4,29.76
R005959,W133,175,9.16,17.87,135.6,10.38
R005960,W133,350,9.39,15.51,132.3,10.15
R005961,W133,525,9.55,15.01,137.3,11.01
R005962,W133,700,9.83,15.75,126.8,13.8
R005963,W133,875,10.09,15.42,129.6,14.22
R005964,W133,1050,10.33,13.83,118.7,14.54
R005965,W133,1225,10.67,14.85,121.8,18.4
R005966,W133,1400,10.8,13.35,118.6,18.04
R005967,W133,1575,11.14,15.66,115,19.95
R005968,W133,1750,11.41,13.17,121.2,22.59
R005969,W133,1925,11.64,12.18,118.9,22.7
R005970,W133,2100,11.85,16.09,117.5,23.44
R005971,W133,2275,12.07,17.42,118.1,22.42
R005972,W133,2450,12.3,16.41,111.7,23.65
R005973,W133,2625,12.65,14.65,108.3,24.94
R005974,W133,2800,13.24,9.08,98.2,31.44
R005975,W133,2975,13.53,7.92,92.8,33.94
R005976,W133,3150,13.66,7.47,97.8,32.66
R005977,W134,175,9.29,30.5,137.2,7.28
R005978,W134,350,9.44,30.61,145.9,8.61
R005979,W134,525,9.63,18.39,127.4,13.2
R005980,W134,700,9.89,14.41,126.7,12.4
R005981,W134,875,10.06,15.1,124.6,13.94
R005982,W134,1050,10.28,14.33,124.5,15.89
R005983,W134,1225,10.52,16.62,117.2,16.22
R005984,W134,1400,10.87,13,120.3,18.17
R005985,W134,1575,11.11,15.52,117.5,18.58
R005986,W134,1750,11.37,19.87,124.3,17.86
R005987,W134,1925,11.66,18.23,125.3,21.9
R005988,W134,2100,11.8,16.42,117,23.36
R005989,W134,2275,12.15,16.22,111.9,21.95
R005990,W134,2450,12.7,10.1,103.7,29.78
R005991,W134,2625,12.9,9.73,105.9,30.47
R005992,W135,175,9.32,36.76,142.4,5.7
R005993,W135,350,9.46,33.65,144.8,8.3
R005994,W135,525,9.56,18.66,125.1,10.81
R005995,W135,700,9.78,16.4,134.4,14.57
R005996,W135,875,10.06,16.74,132.8,13.67
R005997,W135,1050,10.41,14.64,129.9,16
R005998,W135,1225,10.65,13.74,117.6,16.97
R005999,W135,1400,10.77,15.63,116.2,17.29
R006000,W135,1575,11.04,14.86,121.2,21.36
R006001,W135,1750,11.26,12.19,118.6,22.75
R006002,W135,1925,11.57,18.51,123.9,19.15
R006003,W135,2100,11.88,16.3,115.9,21.97
R006004,W135,2275,12.16,15.45,114.1,22.44
R006005,W135,2450,12.45,17.37,116.3,24.03
R006006,W135,2625,12.65,13.65,109.7,25.68
R006007,W135,2800,13.27,7.93,101.5,31.96
R006008,W135,2975,13.54,7.81,88.7,32.37
R006009,W136,175,9.17,29.47,141.2,6.78
R006010,W136,350,9.45,31.34,142.2,6.51
R006011,W136,525,9.6,16.82,128.8,11.4
R006012,W136,700,9.84,17.77,130.3,14.68
R006013,W136,875,10.11,15.35,132.4,13.65
R006014,W136,1050,10.35,15.74,125.8,17.23
R006015,W136,1225,10.61,14.93,126,18.07
R006016,W136,1400,10.91,16.12,114.9,19.86
R006017,W136,1575,11.13,15.09,111.8,18.73
R006018,W136,1750,11.29,14,111.9,22.75
R006019,W136,1925,11.56,13.56,118.5,22.84
R006020,W136,2100,11.95,15.49,122,21.86
R006021,W136,2275,12.13,17.93,114.3,21.82
R006022,W136,2450,12.45,16.89,114.7,23.13
R006023,W136,2625,12.62,14.18,115.8,26.92
R006024,W136,2800,13.23,8.2,93.9,31.99
R006025,W136,2975,13.46,9.14,89.3,33.47
R006026,W136,3150,13.73,8.26,87.7,32.44
R006027,W137,175,9.18,35.86,142.7,6.64
R006028,W137,350,9.57,30.81,142.6,6.84
R006029,W137,525,9.64,17.84,132.5,12.47
R006030,W137,700,9.76,15.22,124.8,14.37
R006031,W137,875,10.16,15.15,125.9,16.09
R006032,W137,1050,10.3,13.79,130.2,17.4
R006033,W137,1225,10.54,14.53,124.7,16.15
R006034,W137,1400,10.83,15.47,113.1,17.82
R006035,W137,1575,11.01,12.82,122.9,18.62
R006036,W137,1750,11.32,12.7,119,21.9
R006037,W137,1925,11.67,17.82,121.8,20.76
R006038,W137,2100,11.86,18.59,111.9,22.39
R006039,W137,2275,12.21,17.64,115.8,23.66
R006040,W137,2450,12.42,16.53,112.6,24.64
R006041,W137,2625,13.02,9.69,105.5,28.85
R006042,W137,2800,13.16,7.73,92.9,30.12
R006043,W138,175,9.31,31.96,139.9,6.65
R006044,W138,350,9.49,31.33,143.4,8.6
R006045,W138,525,9.59,17.03,125.2,11.85
R006046,W138,700,9.83,14.95,135,13.34
R006047,W138,875,10.02,16.86,130.5,14.12
R006048,W138,1050,10.42,15.55,123,16.68
R006049,W138,1225,10.57,15.01,121.5,16.98
R006050,W138,1400,10.79,14.36,117.8,17.26
R006051,W138,1575,11.09,13.98,118.8,19.03
R006052,W138,1750,11.34,12.94,109.2,21.81
R006053,W138,1925,11.59,12.82,106.4,23.26
R006054,W138,2100,11.85,17.79,112.3,21.27
R006055,W138,2275,12.09,15.38,120.7,22.16
R006056,W138,2450,12.36,15.04,114.3,25.77
R006057,W138,2625,12.69,16.43,116.4,26.18
R006058,W138,2800,13.19,7.74,97.3,29.91
R006059,W138,2975,13.5,8.26,95.3,32.63
R006060,W139,175,9.17,29.96,144.7,6.79
R006061,W139,350,9.48,29.76,147.7,8.13
R006062,W139,525,9.66,15.77,134.4,12.43
R006063,W139,700,9.85,18.14,127.1,12.09
R006064,W139,875,10.06,16.91,122.8,14.46
R006065,W139,1050,10.27,16.22,128.9,15.29
R006066,W139,1225,10.61,16.08,123.8,17.93
R006067,W139,1400,10.8,14.8,122.9,19.38
R006068,W139,1575,11.05,13.12,111.9,21.37
R006069,W139,1750,11.34,14.4,113.2,20.7
R006070,W139,1925,11.71,19.51,116,19.56
R006071,W139,2100,11.93,15.9,118.4,23.08
R006072,W139,2275,12.06,14.97,113.9,24.26
R006073,W139,2450,12.33,16.52,118.5,23.39
R006074,W139,2625,12.99,8.19,93.1,30.98
R006075,W139,2800,13.2,9.07,97.6,31.63
R006076,W140,175,9.21,30.27,145.4,5.58
R006077,W140,350,9.42,30.74,144.5,8.93
R006078,W140,525,9.61,18.06,129.8,12.65
R006079,W140,700,9.86,14.53,128.3,13.04
R006080,W140,875,10.05,14.36,122.4,15.33
R006081,W140,1050,10.35,16.12,120.4,16.9
R006082,W140,1225,10.64,13.34,120.3,17.51
R006083,W140,1400,10.91,14.14,121.2,18.92
R006084,W140,1575,11.12,12.59,124.3,20.18
R006085,W140,1750,11.4,19.99,119.8,19.89
R006086,W140,1925,11.67,16.43,123.2,19.92
R006087,W140,2100,11.85,18.93,117.2,23.12
R006088,W140,2275,12.07,17.13,122.5,24.11
R006089,W140,2450,12.68,10.08,102.3,29.01
R006090,W140,2625,13,9.29,94.6,29.69
R006091,W141,10,8.97,35.29,151.9,5.99
R006092,W141,20,9.01,31.41,150.7,6.44
R006093,W141,30,9.04,30.99,141.6,4.54
R006094,W141,40,9.07,29.89,147.1,5.24
R006095,W141,50,9.11,31.54,138.4,3.92
R006096,W141,60,9.03,30.85,146.9,6.16
R006097,W141,70,9.17,32.77,148.4,4.91
R006098,W141,80,9.19,31.34,151.8,4.24
R006099,W141,90,9.2,34.32,143.6,6.68
R006100,W141,100,9.13,30.87,151.1,5.16
R006101,W141,110,9.2,34.37,148,5.73
R006102,W141,120,9.21,36.23,146.1,6.24
R006103,W141,130,9.23,31.75,139.4,6.85
R006104,W141,140,9.13,31.8,143.9,6.32
R006105,W141,150,9.18,33.64,142.6,5.63
R006106,W141,160,9.18,33.51,146.5,6.77
R006107,W141,170,9.26,35.82,141.1,6.87
R006108,W141,180,9.3,33.28,138.5,6.77
R006109,W141,190,9.21,29.55,140.8,7.26
R006110,W141,200,9.25,36.55,142.7,6.03
R006111,W141,210,9.3,29.29,137.3,7.01
R006112,W141,220,9.28,29.11,142.2,7.93
R006113,W141,230,9.38,36.86,141,6.99
R006114,W141,240,9.27,31.91,149.1,8.28
R006115,W141,250,9.33,35.88,147.1,6.91
R006116,W141,260,9.36,31.79,146.7,5.63
R006117,W141,270,9.32,30.28,140.6,6.61
R006118,W141,280,9.36,35.93,136.6,8.34
R006119,W141,290,9.4,29.61,138.2,8.58
R006120,W141,300,9.49,33.73,135.9,8.24
R006121,W141,310,9.42,32.62,138.4,7.6
R006122,W141,320,9.5,35.17,142,7.56
R006123,W141,330,9.52,33.09,145.2,8.91
R006124,W141,340,9.45,32.79,145.3,8.61
R006125,W141,350,9.48,30.04,145.8,7.74
R006126,W141,360,9.46,30.46,145.8,7.6
R006127,W141,370,9.58,32.25,135.3,9.13
R006128,W141,380,9.51,35.23,141.2,7.55
R006129,W141,390,9.53,28.9,143.2,6.68
R006130,W141,400,9.61,32,147.2,9.45
R006131,W141,410,9.65,34.77,147.1,9.23
R006132,W141,420,9.58,28.46,138.6,9.3
R006133,W141,430,9.62,31.44,143.8,8.53
R006134,W141,440,9.63,28.62,140.5,8.29
R006135,W141,450,9.71,30.51,139.1,8.98
R006136,W141,460,9.64,30.52,142,9.54
R006137,W141,470,9.66,28.1,142.6,9.09
R006138,W141,480,9.7,29.08,143.6,8.28
R006139,W141,490,9.63,31.4,142,9.81
R006140,W141,500,9.67,34.33,146.6,9.21
R006141,W141,510,9.69,34.86,132.9,8.18
R006142,W141,520,9.74,32.57,141.2,8.86
R006143,W141,530,9.69,32.8,140.4,8.27
R006144,W141,540,9.81,28.92,138.5,10.48
R006145,W141,550,9.72,34.54,142.6,9.21
R006146,W141,560,9.76,33.34,143.9,9.89
R006147,W141,570,9.75,35.04,142.6,9.7
R006148,W141,580,9.86,34.93,135.9,8.82
R006149,W141,590,9.87,33.29,141.7,9.89
R006150,W141,600,9.85,31.3,144.3,11.02
R006151,W141,610,9.86,34.82,135.5,9.07
R006152,W141,620,9.88,34.42,137.9,11.06
R006153,W141,630,9.88,32.11,136.9,9.1
R006154,W141,640,9.95,27.29,133.6,10.98
R006155,W141,650,9.98,32.55,137.4,9.01
R006156,W141,660,10,30.99,139.4,10.77
R006157,W141,670,9.98,31.13,139.5,10.93
R006158,W141,680,9.97,33.01,133.9,10.61
R006159,W141,690,10.02,28,133.8,11.16
R006160,W141,700,10.07,30.72,132.5,9.26
R006161,W141,710,10.02,29.19,133.2,9.34
R006162,W141,720,9.99,33.03,143.9,9.85
R006163,W141,730,10.07,30.48,134,10.48
R006164,W141,740,10.1,33.83,138.8,10.41
R006165,W141,750,10.09,27.02,141.7,12.08
R006166,W141,760,10.08,29.68,140.8,11.42
R006167,W141,770,10.13,33.47,138.8,9.99
R006168,W141,780,10.14,17.52,133.2,13.7
